Scene Number,Scene Name,Split,Instruction Type,Instruction,Annotator,Source Row
287,scene-0287,trainval,s,Go straight but stop when before entering the intersection when you see the red stoplight.,Annotator 5,287
288,scene-0288,trainval,s,stop at the intersection,Annotator 3,152
292,scene-0292,trainval,s,Shift to the left lane to avoid the stopped vehicles and then continue down the road,Annotator 2,242
292,scene-0292,trainval,s,Switch to the left lane to avoid the obstruction on the road.,Annotator 5,292
292,scene-0292,trainval,s,slide into the left lane to avoid hitting the parked vehicle,Annotator 3,156
292,scene-0292,trainval,unknown,go around road obstruction,Annotator 4,235
293,scene-0293,trainval,d,"After passing the mail truck, switch to the right lane.",Annotator 5,294
293,scene-0293,trainval,s,Shift to the right lane and then continue down the road,Annotator 2,243
293,scene-0293,trainval,s,Switch to the right lane again after passing all of the construction on the right side.,Annotator 5,295
293,scene-0293,trainval,s,lide to the right lane to avoid hitting the parked car,Annotator 3,157
294,scene-0294,trainval,s,Stop at the intersection,Annotator 2,244
294,scene-0294,trainval,s,stop at the intersection,Annotator 3,158
296,scene-0296,trainval,d,Make a right turn when the stoplight turns green.,Annotator 5,298
296,scene-0296,trainval,s,Take a right turn,Annotator 2,246
296,scene-0296,trainval,s,turn right ar the intersection when it is safe,Annotator 3,160
296,scene-0296,trainval,unknown,turn right,Annotator 4,239
297,scene-0297,trainval,d,Wait for the pedestrians to pass and then continue down the road,Annotator 2,247
297,scene-0297,trainval,d,"wait for the pedestrians to cross, then turn right",Annotator 3,161
297,scene-0297,trainval,d,wait for walking pedestrians,Annotator 4,240
297,scene-0297,trainval,ds,"Stop before the crosswalk to allow individuals to cross the road, then continue one they have passed.",Annotator 5,299
298,scene-0298,trainval,s,Make a right turn at the intersection.,Annotator 5,300
298,scene-0298,trainval,s,Turn right and then continue down the road,Annotator 2,248
298,scene-0298,trainval,s,turn right at the intersection,Annotator 3,162
298,scene-0298,trainval,unknown,turn right,Annotator 4,241
300,scene-0300,trainval,s,Shift to the left lane,Annotator 2,250
300,scene-0300,trainval,s,Switch to the left lane when it appears.,Annotator 5,302
301,scene-0301,trainval,s,stop at the intersection,Annotator 3,165
303,scene-0303,trainval,s,stop at the intersection behind the truck,Annotator 3,167
305,scene-0305,trainval,s,slide into the right lane,Annotator 3,169
305,scene-0305,trainval,sd,Shift to the right lane and then left the truck pass behind and then continue down the road,Annotator 2,255
305,scene-0305,trainval,unknown,Change to the right lane.,Annotator 5,307
317,scene-0317,trainval,d,Shift to the right to let the blue bus pass and then take a right turn,Annotator 2,259
317,scene-0317,trainval,ds,"Make the second left turn, but only cross once all pedestrians have crossed the crosswalk.",Annotator 5,312
317,scene-0317,trainval,s,Go around the vehicle in front of you by briefly switching to the right lane and then back to the left lane.,Annotator 5,311
317,scene-0317,trainval,s,go around road obstruction,Annotator 4,252
317,scene-0317,trainval,s,swerve around the parked vehicle,Annotator 3,173
318,scene-0318,trainval,d,Shift to the right to let the yellow bus pass and then continue,Annotator 2,260
318,scene-0318,trainval,ds,"After the vehicle from the right side has passed, briefly switch to the right lane to avoid the parked bus on the left lane.",Annotator 5,313
318,scene-0318,trainval,s,go around road obstruction,Annotator 4,253
318,scene-0318,trainval,s,swerve around the parked vehicle,Annotator 3,174
321,scene-0321,trainval,s,"when the light turns green, go straight",Annotator 3,175
324,scene-0324,trainval,s,"slow down to avoid hitting the car in front, then continue driving",Annotator 3,177
328,scene-0328,trainval,s,Take a right turn and then take another right,Annotator 2,264
328,scene-0328,trainval,s,turn right go straight then turn right again at the intersection,Annotator 3,178
328,scene-0328,trainval,unknown,Make a right turn,Annotator 5,317
328,scene-0328,trainval,unknown,Make another right turn,Annotator 5,318
328,scene-0328,trainval,unknown,"turn right, turn right",Annotator 4,257
329,scene-0329,trainval,s,Briefly move to the left side of the road to go around the parked vehicle in front of you.,Annotator 5,319
329,scene-0329,trainval,s,go around road obstruction,Annotator 4,258
329,scene-0329,trainval,s,"urn left and enter the road, continue driving straight onthe road.",Annotator 3,179
330,scene-0330,trainval,s,Make a left turn and stop at the curb in front of the building on the right.,Annotator 5,320
330,scene-0330,trainval,s,Turn to the left and then stop at the curb,Annotator 2,266
330,scene-0330,trainval,s,"turn right, go straight then pull over to the side of the road and come to a stop",Annotator 3,180
330,scene-0330,trainval,unknown,stop beside the curb,Annotator 4,259
331,scene-0331,trainval,d,Pass the intersection once all cars have passed by,Annotator 5,321
331,scene-0331,trainval,d,turn right at the intersection once all the vehicles have passed and it is safe to turn,Annotator 3,181
331,scene-0331,trainval,s,Take a left turn and then continue down the road,Annotator 2,267
332,scene-0332,trainval,d,Wait for the pedestrians to pass and then continue down the road,Annotator 2,268
332,scene-0332,trainval,d,"once all the pedestrains pass, drive straight ahead",Annotator 3,182
332,scene-0332,trainval,d,wait for pedestrians,Annotator 4,261
332,scene-0332,trainval,ds,Move forward once the individuals have crossed the crosswalk,Annotator 5,322
345,scene-0345,trainval,ds,Make a right turn when the stoplight turns green and continue down the road,Annotator 5,324
345,scene-0345,trainval,s,Take a left turn and then continue down the road,Annotator 2,270
345,scene-0345,trainval,s,turn right and then go straight,Annotator 3,184
345,scene-0345,trainval,unknown,turn right,Annotator 4,263
346,scene-0346,trainval,s,when the signal turns green continue going straight,Annotator 3,185
347,scene-0347,trainval,s,"Briefly switch to the right lane to avoid the cars in front of you, then switch back to the original lane.",Annotator 5,326
347,scene-0347,trainval,s,stop at the intersection and go when the light turns green,Annotator 3,186
347,scene-0347,trainval,sd,Shift to the left lane and then stop at the stoplight then continue when the lights turn green,Annotator 2,272
348,scene-0348,trainval,s,Switch to the left lane and make the first left turn,Annotator 5,328
348,scene-0348,trainval,s,Turn to the right and then shift to the left lane and then take a left turn slowly,Annotator 2,273
348,scene-0348,trainval,s,turn right and then slide to the left lane then turn left at the intersection,Annotator 3,187
348,scene-0348,trainval,unknown,Make a right turn,Annotator 5,327
348,scene-0348,trainval,unknown,turn right,Annotator 4,266
349,scene-0349,trainval,ds,"Once the vehicle in front of you has passed, briefly move to the right lane, and move back to the left lane once you have passed the parked car.",Annotator 5,329
349,scene-0349,trainval,s,Shift to the opposing lane to avoid the white car and then move back to the left lane,Annotator 2,274
349,scene-0349,trainval,s,go around road obstruction,Annotator 4,267
349,scene-0349,trainval,s,swerve around the parked car and continue going straight,Annotator 3,188
350,scene-0350,trainval,s,Make the first left turn possible,Annotator 5,330
350,scene-0350,trainval,s,Take a left turn,Annotator 2,275
350,scene-0350,trainval,s,turn left at the T-junction,Annotator 3,189
350,scene-0350,trainval,unknown,turn left,Annotator 4,268
351,scene-0351,trainval,s,Make a left turn after the stopsign.,Annotator 5,331
351,scene-0351,trainval,s,Take a left turn at the end of the street,Annotator 2,276
351,scene-0351,trainval,s,"complete the left turn, then stop at the intesection and continue to drive.",Annotator 3,190
351,scene-0351,trainval,unknown,turn left,Annotator 4,269
351,scene-0351,trainval,unknown,turn left at the end of the road,Annotator 1,321
352,scene-0352,trainval,d,follow the truck ahead,Annotator 1,322
352,scene-0352,trainval,s,Take a left turn and then continue down the road,Annotator 2,277
352,scene-0352,trainval,s,complete the left turn and stay on the current road.,Annotator 3,191
353,scene-0353,trainval,s,Stop at the stoplights,Annotator 2,278
353,scene-0353,trainval,s,"go straight, then stop at the intersection",Annotator 3,192
355,scene-0355,trainval,d,Wait for the cone to be removed by the worker and then continue down the road,Annotator 2,280
355,scene-0355,trainval,d,when the construction worker takes the cone in front of the car and gets out the way drive forward,Annotator 3,194
355,scene-0355,trainval,ds,"Once the construction man removed the cone in the middle of the lane, continue forward.",Annotator 5,335
355,scene-0355,trainval,ds,wait till the cone is removed by the worker,Annotator 4,273
355,scene-0355,trainval,s,continue straight once the cone is removed,Annotator 1,325
356,scene-0356,trainval,s,"go straight, stop at the intersection",Annotator 3,195
358,scene-0358,trainval,sd,Take a right turn after all the cars and people pass,Annotator 2,283
361,scene-0361,trainval,s,Merge on to the road and take a left turn,Annotator 2,286
361,scene-0361,trainval,s,"stop at the intersection, then turn left",Annotator 3,200
361,scene-0361,trainval,unknown,turn left,Annotator 4,279
361,scene-0361,trainval,unknown,turn left merging onto the road when there is no oncoming traffic,Annotator 1,331
362,scene-0362,trainval,s,Make the left turn that is after the speedbump.,Annotator 5,342
362,scene-0362,trainval,s,Turn left at the intersection,Annotator 2,287
362,scene-0362,trainval,s,slow down at the intersection then turn left,Annotator 3,201
362,scene-0362,trainval,unknown,continue straight and take the first left,Annotator 1,332
362,scene-0362,trainval,unknown,turn left,Annotator 4,280
363,scene-0363,trainval,s,Make a right turn and stay in the right lane,Annotator 5,343
363,scene-0363,trainval,s,Turn right at the intersection and then continue down the road,Annotator 2,288
363,scene-0363,trainval,s,turn right at the intersection,Annotator 1,333
363,scene-0363,trainval,s,turn right at the t-junction and stay in the rightmost lane,Annotator 3,202
363,scene-0363,trainval,unknown,turn right,Annotator 4,281
365,scene-0365,trainval,s,"Before approaching the parked vehicle in front, briefly stay between the middle of the road. Once passed the parked vehicle, go back to the left lane.",Annotator 5,345
365,scene-0365,trainval,s,Shift to the right to avoid the parked truck and the move back,Annotator 2,290
365,scene-0365,trainval,s,drive around the park truck,Annotator 1,335
365,scene-0365,trainval,s,move into the right lane slightly to avoid hitting parked truck,Annotator 3,204
366,scene-0366,trainval,d,"when the car infront moves ahead, move into the intersection, then check oncoming traffic, once oncoming traffic is clear turn right.",Annotator 3,205
366,scene-0366,trainval,d,when there are no approaching cars turn right,Annotator 1,336
366,scene-0366,trainval,ds,Make a right turn at the intersection once all cars have passed,Annotator 5,346
366,scene-0366,trainval,sd,Turn right after all the cars pass,Annotator 2,291
366,scene-0366,trainval,unknown,turn right,Annotator 4,284
367,scene-0367,trainval,s,Make the first possible right turn,Annotator 5,347
367,scene-0367,trainval,s,Turn to the right and then continue down the road,Annotator 2,292
367,scene-0367,trainval,s,turn right at the intersection,Annotator 3,206
367,scene-0367,trainval,unknown,turn right,Annotator 4,285
367,scene-0367,trainval,unknown,turn right into the connecting road,Annotator 1,337
368,scene-0368,trainval,s,Stop at the stoplights,Annotator 2,293
368,scene-0368,trainval,s,stop at the intersection,Annotator 3,207
369,scene-0369,trainval,d,when there are no approaching vehicles turn right,Annotator 1,339
369,scene-0369,trainval,s,Make a right turn at the intersection,Annotator 5,349
369,scene-0369,trainval,s,"top in the middle of the intersection, then turn right",Annotator 3,208
369,scene-0369,trainval,sd,Turn to the right after all the cars pass,Annotator 2,294
369,scene-0369,trainval,unknown,turn right,Annotator 4,287
370,scene-0370,trainval,s,Switch into the left lane after passing the construction cones.,Annotator 5,350
370,scene-0370,trainval,unknown,merge into the left lane,Annotator 1,340
371,scene-0371,trainval,s,Stop at the intersection,Annotator 2,296
371,scene-0371,trainval,s,stop at the intersection,Annotator 3,210
372,scene-0372,trainval,s,Make a right turn at the intersection,Annotator 5,353
372,scene-0372,trainval,s,at the stop sign turn left,Annotator 1,342
372,scene-0372,trainval,s,turn left at the intersection then stop near the dotted line,Annotator 3,211
372,scene-0372,trainval,sd,Take a left turn when all the cars pass,Annotator 2,297
372,scene-0372,trainval,unknown,Make a left turn,Annotator 5,352
372,scene-0372,trainval,unknown,turn left,Annotator 4,290
373,scene-0373,trainval,d,stop to avoid hitting the minivan,Annotator 3,212
373,scene-0373,trainval,d,wait for the car to finish parking,Annotator 4,291
374,scene-0374,trainval,d,move once the car finishes parking,Annotator 3,213
377,scene-0377,trainval,d,slide in the left turning lane and then turn at the intersection,Annotator 3,216
377,scene-0377,trainval,s,Shift to the left lane and then take a left',Annotator 2,302
377,scene-0377,trainval,s,Switch to the left lane when the lane markings appear and then make the left turn,Annotator 5,358
377,scene-0377,trainval,s,turn left after the caution sign,Annotator 1,347
378,scene-0378,trainval,unknown,Switch to the right lane and cotinue straight,Annotator 5,359
379,scene-0379,trainval,d,turn left at the intersection,Annotator 3,218
379,scene-0379,trainval,s,"Before approaching the parked vehicle in front, briefly stay between the middle of the road. Once passed the parked vehicle, go back to the left lane.",Annotator 5,360
379,scene-0379,trainval,s,Take a left lane and then shift slightly to the right then back to the same lane and then continue down the road,Annotator 2,304
379,scene-0379,trainval,s,go around road obstruction,Annotator 4,297
380,scene-0380,trainval,d,Stop behind the black car and then wait for the blue car to pass,Annotator 2,305
380,scene-0380,trainval,d,wait until there are no approaching vehicles,Annotator 1,350
380,scene-0380,trainval,ds,Stop before the parked cars and switch to the right lane when the vehicles in front pass.,Annotator 5,361
380,scene-0380,trainval,ds,go around road obstruction but wait for oncoming traffic,Annotator 4,298
380,scene-0380,trainval,s,stop to avoid hitting stopped car,Annotator 3,219
381,scene-0381,trainval,s,Make a right turn at the intersection,Annotator 5,362
381,scene-0381,trainval,s,Take a right turn and then continue down the road and then take a right turn,Annotator 2,306
381,scene-0381,trainval,s,"complete the right turn, then take a right at the next intersection",Annotator 3,220
381,scene-0381,trainval,unknown,turn right,Annotator 4,299
381,scene-0381,trainval,unknown,turn right here and continue straight and take the next right,Annotator 1,351
382,scene-0382,trainval,s,Take a left turn and then continue down the road,Annotator 2,307
382,scene-0382,trainval,unknown,Make a left turn,Annotator 5,363
382,scene-0382,trainval,unknown,cmplete the left turn,Annotator 3,221
382,scene-0382,trainval,unknown,turn left here,Annotator 1,352
383,scene-0383,trainval,s,Take a left turn and then merge onto the street,Annotator 2,308
383,scene-0383,trainval,s,turn left at the fork in the road and continue straight,Annotator 1,353
383,scene-0383,trainval,s,turn left at the intersection,Annotator 3,222
383,scene-0383,trainval,unknown,Make a left turn and continue,Annotator 5,364
383,scene-0383,trainval,unknown,turn left,Annotator 4,301
383,scene-0383,trainval,unknown,turn right at the intersection,Annotator 1,362
384,scene-0384,trainval,s,Make a right turn after stopping at the stopsign.,Annotator 5,365
384,scene-0384,trainval,s,Stop at the intersections and then take a right turn,Annotator 2,309
384,scene-0384,trainval,s,at the intersection turn right,Annotator 1,354
384,scene-0384,trainval,s,"stop at the intersection, then turn right",Annotator 3,223
384,scene-0384,trainval,unknown,turn right,Annotator 4,302
385,scene-0385,trainval,s,Make a left turn immediately after passing the blue sign on the left.,Annotator 5,367
385,scene-0385,trainval,s,Take a left turn and then take another left turn,Annotator 2,310
385,scene-0385,trainval,s,turn left at the fork,Annotator 1,355
385,scene-0385,trainval,s,turn left at the intersection,Annotator 3,224
385,scene-0385,trainval,unknown,Make a left turn,Annotator 5,366
385,scene-0385,trainval,unknown,"turn left, turn left",Annotator 4,303
386,scene-0386,trainval,s,Make a left turn once the stoplight turns green.,Annotator 5,368
386,scene-0386,trainval,s,stop at stop light and then take a left turn,Annotator 2,311
386,scene-0386,trainval,s,stop at the intersection then turn left,Annotator 3,225
386,scene-0386,trainval,unknown,turn left,Annotator 4,304
386,scene-0386,trainval,unknown,turn left at the intersection,Annotator 1,356
388,scene-0388,trainval,d,stop behind the blue car then move forward slowly mainting a distance,Annotator 3,226
391,scene-0391,trainval,ds,Make a right turn at the intersection that has flashing stoplights.,Annotator 5,372
391,scene-0391,trainval,s,Take a right turn and then continue down the road,Annotator 2,315
391,scene-0391,trainval,s,turn right at the intersection,Annotator 3,229
391,scene-0391,trainval,unknown,turn right,Annotator 4,308
391,scene-0391,trainval,unknown,turn right at the intersection,Annotator 1,360
392,scene-0392,trainval,s,"After passing the white bus on the white lane, switch to the right lane.",Annotator 5,373
392,scene-0392,trainval,s,Shift to the right lane,Annotator 2,316
392,scene-0392,trainval,s,slide into the right turning lane,Annotator 3,230
392,scene-0392,trainval,unknown,continue after the intersection,Annotator 1,361
393,scene-0393,trainval,s,Take a right turn and then continue down the road,Annotator 2,317
393,scene-0393,trainval,s,turn right at the intersection,Annotator 3,231
393,scene-0393,trainval,unknown,Make a right turn and continue straight,Annotator 5,374
393,scene-0393,trainval,unknown,turn right,Annotator 4,310
397,scene-0397,trainval,ds,Make a left turn once it is clear it in the intersection,Annotator 5,378
397,scene-0397,trainval,ds,"move forward slowly, at the intersection turn left when oncoming car turns right",Annotator 3,235
397,scene-0397,trainval,sd,Take left turn after all the cars have passed,Annotator 2,321
397,scene-0397,trainval,unknown,Turn left when there are no incoming cars,Annotator 1,366
397,scene-0397,trainval,unknown,turn left,Annotator 4,314
398,scene-0398,trainval,d,Overtake the vehicle in front of you once they hand gesture to you to pass,Annotator 5,379
398,scene-0398,trainval,d,go around moving vehicle,Annotator 4,315
398,scene-0398,trainval,d,swerve around the car in front of you,Annotator 3,236
398,scene-0398,trainval,sd,Shift to the opposing lane to pass the white car and then move back to the right lane,Annotator 2,322
399,scene-0399,trainval,d,Do not take a right turn until all cars have passed.,Annotator 5,380
399,scene-0399,trainval,s,stop at the intersection,Annotator 3,237
400,scene-0400,trainval,d,Do not take a right turn until all cars have passed.,Annotator 5,381
401,scene-0401,trainval,d,Make the right turn at the intersection once all vehicles have passed.,Annotator 5,382
401,scene-0401,trainval,s,turn right at the intersection,Annotator 3,239
401,scene-0401,trainval,sd,Take a right turn after all the cars have passed and then continue down the road,Annotator 2,325
401,scene-0401,trainval,unknown,turn right,Annotator 1,370
405,scene-0405,trainval,s,Make a right turn at the intersection and stay on the leftmost lane.,Annotator 5,385
405,scene-0405,trainval,s,Shift to the right lane and then take a right,Annotator 2,328
405,scene-0405,trainval,s,turn right at the intersection,Annotator 3,242
405,scene-0405,trainval,unknown,turn right,Annotator 4,321
405,scene-0405,trainval,unknown,turn right at the intersection,Annotator 1,373
408,scene-0408,trainval,ds,"Switch to the right lane when you see the vehicle in front of you has emergancy blinkers on, then switch back to the left lane once you have passed",Annotator 5,388
408,scene-0408,trainval,s,Slow down behind the gray car and then shift to the right and pass the gray car then move back to the left lane,Annotator 2,331
408,scene-0408,trainval,s,drive around the stopped gray car,Annotator 1,376
408,scene-0408,trainval,s,go around road obstruction,Annotator 4,324
414,scene-0414,trainval,s,Take a right turn and continue down the road,Annotator 2,336
414,scene-0414,trainval,s,turn right at the intersection,Annotator 3,250
414,scene-0414,trainval,unknown,Make a right turn,Annotator 5,393
414,scene-0414,trainval,unknown,Turn right into the connecting street and follow the white van,Annotator 1,381
414,scene-0414,trainval,unknown,turn right,Annotator 4,329
415,scene-0415,trainval,s,Take a right turn and continue down the road,Annotator 2,337
415,scene-0415,trainval,s,tn right at the intersection,Annotator 3,251
417,scene-0417,trainval,s,"Before approaching the parked white vehicle in front, switch to the right lane and after passing switch back to the left lane",Annotator 5,396
417,scene-0417,trainval,s,Shift to the opposing lane to pass the white car then move back to the left lane,Annotator 2,339
417,scene-0417,trainval,s,drive around the parked white van when there are no incoming vehicles,Annotator 1,384
417,scene-0417,trainval,s,go around road obstruction,Annotator 4,332
417,scene-0417,trainval,s,swerve around the parked car,Annotator 3,253
418,scene-0418,trainval,s,stay on the current road,Annotator 3,254
419,scene-0419,trainval,s,Stop at the stop sign,Annotator 2,341
419,scene-0419,trainval,s,Stop at the stopsign,Annotator 5,398
419,scene-0419,trainval,s,complete the left turn then stop at the intersection,Annotator 3,255
420,scene-0420,trainval,s,Switch to the left lane when it appears,Annotator 5,399
420,scene-0420,trainval,s,"follow the road, then stop at the intersection",Annotator 3,256
420,scene-0420,trainval,unknown,keep to the left and stay in the left turn only lane,Annotator 1,387
420,scene-0420,trainval,unknown,turn left,Annotator 4,335
421,scene-0421,trainval,ds,Stop right before the tollgate if it is closed and continue when it opens,Annotator 5,401
421,scene-0421,trainval,s,Take a left turn at the end of the street,Annotator 2,343
421,scene-0421,trainval,s,turn left at the intersection,Annotator 3,257
421,scene-0421,trainval,unknown,Make a left turn,Annotator 5,400
421,scene-0421,trainval,unknown,turn left,Annotator 1,388
422,scene-0422,trainval,d,"Briefly switch to the right lane to avoid the cars in front of you, then switch back to the original lane.",Annotator 5,402
422,scene-0422,trainval,s,Shift to the right to pass the parked black car then head to the intersection,Annotator 2,344
422,scene-0422,trainval,s,drive around the parked car,Annotator 1,389
422,scene-0422,trainval,s,go around the road obstruction,Annotator 4,337
423,scene-0423,trainval,ds,Stop at the intersection and make a left turn when it is clear,Annotator 5,403
423,scene-0423,trainval,s,"stop at teh intersection, then turn left at the intersection",Annotator 3,259
423,scene-0423,trainval,sd,Wait for the cars to pass then take a left turn,Annotator 2,345
423,scene-0423,trainval,unknown,turn left,Annotator 4,338
423,scene-0423,trainval,unknown,turn left at the intersection,Annotator 1,390
425,scene-0425,trainval,d,turn left at the fork in the road and turn left where the bus is coming from,Annotator 1,392
425,scene-0425,trainval,s,Take a left turn and then merge on to the lane,Annotator 2,347
425,scene-0425,trainval,s,"turn left, then turn left at the next intersection",Annotator 3,261
425,scene-0425,trainval,unknown,Make a left turn,Annotator 5,405
425,scene-0425,trainval,unknown,Make a left turn again,Annotator 5,406
425,scene-0425,trainval,unknown,turn left,Annotator 4,340
426,scene-0426,trainval,s,Take a left turn and then continue on the road,Annotator 2,348
426,scene-0426,trainval,unknown,complete the left turn,Annotator 3,262
426,scene-0426,trainval,unknown,turn left,Annotator 4,341
426,scene-0426,trainval,unknown,turn left here and continue,Annotator 1,130
427,scene-0427,trainval,d,stop behind the car in front of you,Annotator 3,263
427,scene-0427,trainval,s,get behind the car ahead of you,Annotator 1,131
428,scene-0428,trainval,d,continue moving forward when the bus goes out of th way,Annotator 3,264
428,scene-0428,trainval,unknown,continue on the road and keep right,Annotator 1,395
428,scene-0428,trainval,unknown,slight right at the fork and continue straight,Annotator 1,132
428,scene-0428,trainval,unknown,turn right,Annotator 4,343
429,scene-0429,trainval,s,Take a right turn and then continue on the road,Annotator 2,351
435,scene-0435,trainval,d,turn right once the car passes then stop of the next intersection,Annotator 3,271
435,scene-0435,trainval,ds,Make a right into the far left lane after the car on the left has crossed the intersection.,Annotator 5,416
435,scene-0435,trainval,s,Stop at the intersection then take a right then stop at the stoplight,Annotator 2,357
435,scene-0435,trainval,s,turn right at the intersection and merge onto the far left lane immediately,Annotator 1,139
435,scene-0435,trainval,unknown,turn right,Annotator 4,350
435,scene-0435,trainval,unknown,turn right at the intersection and merge into the left turn lane,Annotator 1,402
436,scene-0436,trainval,d,Switch to the right lane after the black car on the right has passed.,Annotator 5,418
436,scene-0436,trainval,d,complete the left tunr and stop behind the parked car,Annotator 3,272
436,scene-0436,trainval,s,Take a left and then shift to the right lane and stop at the stoplight,Annotator 2,358
436,scene-0436,trainval,s,Turn into the far left lane.,Annotator 5,417
436,scene-0436,trainval,sd,turn left here and when no approaching cars merge onto the right lane,Annotator 1,140
436,scene-0436,trainval,unknown,turn left,Annotator 4,351
436,scene-0436,trainval,unknown,turn left at the intersection and merge into the right lane,Annotator 1,403
440,scene-0440,trainval,s,Come to a stop at the red stopsign.,Annotator 5,422
440,scene-0440,trainval,s,stop at the stop sign,Annotator 3,276
441,scene-0441,trainval,s,"After crossing the intersection, change to the right lane.",Annotator 5,423
441,scene-0441,trainval,s,Stop at the stop signs then continue,Annotator 2,363
441,scene-0441,trainval,unknown,merge onto the right lane,Annotator 1,145
441,scene-0441,trainval,unknown,slide into the right lane,Annotator 3,277
441,scene-0441,trainval,unknown,switch to right lane,Annotator 4,356
443,scene-0443,trainval,d,drive around the stopped black truck ahead of you when there are no approaching cars from the other lane,Annotator 1,147
443,scene-0443,trainval,d,"stop behind the stopped truck, then swerve around the truck, avoid hitting oncomig traffic",Annotator 3,279
443,scene-0443,trainval,ds,"Once all cars from the left side pass you, briefly go onto the left lane to go around the stopped vehicle in front.",Annotator 5,425
443,scene-0443,trainval,s,go around road obstruction,Annotator 4,358
443,scene-0443,trainval,sd,Stop behind the truck and then wait for the opposing cars to pass then pass the stopped truck,Annotator 2,365
443,scene-0443,trainval,sd,when there are no approaching vehicles drive around the stopped truck,Annotator 1,410
446,scene-0446,trainval,s,Turn left and then take the next left,Annotator 2,368
446,scene-0446,trainval,s,"make a left turn at the intersection, then make another left turn at the next intersection",Annotator 3,282
446,scene-0446,trainval,unknown,Make a left turn at the intersection,Annotator 5,428
446,scene-0446,trainval,unknown,Make the next left turn possible,Annotator 5,429
446,scene-0446,trainval,unknown,turn left and turn left again at the intersection,Annotator 1,150
446,scene-0446,trainval,unknown,turn left at the intersection and left again at the next intersection,Annotator 1,413
446,scene-0446,trainval,unknown,"turn left, turn left",Annotator 4,361
447,scene-0447,trainval,d,Make a left turn once all vehicles from the left side have passd.,Annotator 5,430
447,scene-0447,trainval,d,"turn left, wait for the oncoming traffic to stop, then complete the left turn",Annotator 3,283
447,scene-0447,trainval,sd,Take a left after waiting for the cars to pass,Annotator 2,369
447,scene-0447,trainval,unknown,turn left,Annotator 4,362
447,scene-0447,trainval,unknown,turn left here,Annotator 1,151
447,scene-0447,trainval,unknown,turn left into the parking lot,Annotator 1,414
448,scene-0448,trainval,s,follow the road to the left,Annotator 1,152
448,scene-0448,trainval,s,move into the left lane,Annotator 3,284
449,scene-0449,trainval,s,Make a left turn when the road comes to an end.,Annotator 5,432
449,scene-0449,trainval,s,Turn to the left at the dead end,Annotator 2,371
449,scene-0449,trainval,s,turn left at the end of the road,Annotator 1,153
449,scene-0449,trainval,s,turn left near the barricades,Annotator 3,285
449,scene-0449,trainval,unknown,continue on this road turn left at the end of the road,Annotator 1,416
449,scene-0449,trainval,unknown,turn left,Annotator 4,364
451,scene-0451,trainval,s,Take a right turn and then continue down the road,Annotator 2,373
451,scene-0451,trainval,s,turn right at the intersection,Annotator 3,287
451,scene-0451,trainval,unknown,turn right,Annotator 4,366
451,scene-0451,trainval,unknown,turn right at the intersection,Annotator 1,418
451,scene-0451,trainval,unknown,turn right here,Annotator 1,155
452,scene-0452,trainval,s,Stop at the stop signs then turn to the right,Annotator 2,374
452,scene-0452,trainval,s,Stop at the stopsign,Annotator 5,435
452,scene-0452,trainval,s,stop at the intersection then continue,Annotator 3,288
452,scene-0452,trainval,s,turn right at the stop sign,Annotator 1,156
452,scene-0452,trainval,unknown,Make a right turn,Annotator 5,436
452,scene-0452,trainval,unknown,at the stop sign run right,Annotator 1,419
452,scene-0452,trainval,unknown,turn right,Annotator 4,367
453,scene-0453,trainval,d,Make a left turn once all cars have passed the intersection,Annotator 5,438
453,scene-0453,trainval,s,Sop at the stopsign,Annotator 5,437
453,scene-0453,trainval,s,Turn to the right and stop at the stop signs,Annotator 2,375
453,scene-0453,trainval,s,trn right and stop at the intersection,Annotator 3,289
453,scene-0453,trainval,unknown,turn right,Annotator 4,368
453,scene-0453,trainval,unknown,turn right here,Annotator 1,157
454,scene-0454,trainval,s,Turn to the left and the continue straight,Annotator 2,376
454,scene-0454,trainval,s,"turn left, go straight",Annotator 3,290
454,scene-0454,trainval,sd,turn left at the stop sign continue straight and drive away from the stopped truck and pedestrian,Annotator 1,158
454,scene-0454,trainval,unknown,turn left,Annotator 4,369
454,scene-0454,trainval,unknown,turn left at the stop sign,Annotator 1,421
456,scene-0456,trainval,s,Make a right turn at the intersection,Annotator 5,441
456,scene-0456,trainval,s,Take a right turn and then continue going straight,Annotator 2,378
456,scene-0456,trainval,s,turn right at the roundabout,Annotator 1,160
456,scene-0456,trainval,unknown,keep right at the intersection,Annotator 1,423
457,scene-0457,trainval,s,Stop at the stop sign,Annotator 2,379
457,scene-0457,trainval,s,Stop at the stopsign,Annotator 5,442
457,scene-0457,trainval,s,turn right and stop at the intersection,Annotator 3,293
457,scene-0457,trainval,unknown,turn right,Annotator 4,372
457,scene-0457,trainval,unknown,turn right here,Annotator 1,161
458,scene-0458,trainval,s,Turn to the left and then continue straight,Annotator 2,380
458,scene-0458,trainval,s,trn left at the intersection,Annotator 3,294
458,scene-0458,trainval,s,turn left at the stop sign,Annotator 1,425
458,scene-0458,trainval,unknown,Make a left turn and continue straigt,Annotator 5,443
458,scene-0458,trainval,unknown,turn left,Annotator 4,373
461,scene-0461,trainval,s,Make a right turn into the middle lane,Annotator 5,446
461,scene-0461,trainval,s,turn left at the intersection,Annotator 1,164
461,scene-0461,trainval,unknown,turn right,Annotator 4,375
